author,content,description,publishedAt,source,title,url,urlToImage
,"Rio de Janeiro (AFP) - Rio de Janeiro's far-right governor Wilson Witzel has advocated using a ""missile"" to blow up criminals in one of the Brazilian city's most violent slums.
Witzel, who presided over a record number of police killings in the first three m… [+2256 chars]","Rio de Janeiro's far-right governor Wilson Witzel has advocated using a ""missile"" to blow up criminals in one of the Brazilian city's most violent slums. Witzel, who presided over a record number of police killings in the first three months of his term, said …",2019-06-15T20:12:22Z,"{'id': None, 'name': 'Yahoo.com'}",Rio's far-right governor would use 'a missile' against criminals,https://news.yahoo.com/rios-far-governor-missile-against-criminals-201222133.html,https://s.yimg.com/uu/api/res/1.2/nEqox3B5vRmvYdEySOd48A--~B/aD02ODI7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/6ea9eb2fd9a06a17e5c0d536e8b00e130e55d431.jpg
The Associated Press,"RIO DE JANEIRO (AP) A human rights official and community activists are criticizing the governor of Rio de Janeiro state for saying that a missile could be sent to “blow up” drug traffickers in a local slum.
During a ceremony to present a security program, G… [+1532 chars]","RIO DE JANEIRO (AP) — A human rights official and community activists are criticizing the governor of Rio de Janeiro state for saying that a missile could be sent to “blow up” drug traffickers in a local slum. During a ceremony to present a security program, …",2019-06-16T00:18:13Z,"{'id': None, 'name': 'Seattletimes.com'}",Activists blast Rio gov comment about slum missile strike,https://www.seattletimes.com/nation-world/nation/activists-blast-rio-gov-comment-about-slum-missile-strike/,https://static.seattletimes.com/wp-content/uploads/2019/06/urn-publicid-ap-org-69c0f0b46a544ce69aa1a16c14a08dd7Brazil_Rio_Violence_02203-1200x630.jpg
CNA,"RIO DE JANEIRO: Rio de Janeiro's far-right governor Wilson Witzel has advocated using a ""missile"" to blow up criminals in one of the Brazilian city's most violent slums.
Witzel, who presided over a record number of police killings in the first three months o… [+2318 chars]","Rio de Janeiro's far-right governor Wilson Witzel has advocated using a ""missile"" to blow up criminals in one of the Brazilian city's most violent slums.",2019-06-15T20:45:14Z,"{'id': None, 'name': 'Channelnewsasia.com'}",Rio's far-right governor would use 'a missile' against criminals,https://www.channelnewsasia.com/news/world/rio-s-far-right-governor-would-use--a-missile--against-criminals-11631192,"https://cna-sg-res.cloudinary.com/image/upload/q_auto,f_auto/image/11631190/16x9/991/557/87ed3024aa139e699bf628b381f2195/Fu/rio-de-janeiro-s-governor-wilson-witzel-pictured-may-2019-who-presided-over-a-record-number-of-police-killings-in-the-first-three-months-of-his-term-said-that-rio-residents-were-living-in-a-state-of-t-1560629842191-2.jpg"
The Associated Press,"A human rights official and community activists are criticizing the governor of Rio de Janeiro state for saying that a missile could be sent to ""blow up"" drug traffickers in a local slum.
During a ceremony to present a security program, Gov. Wilson Witzel sa… [+1512 chars]","A human rights official and community activists are criticizing the governor of Rio de Janeiro state for suggesting that a missile be sent to ""blow up"" drug traffickers in a local slum",2019-06-16T00:19:23Z,"{'id': 'abc-news', 'name': 'ABC News'}",Activists blast Rio gov comment about slum missile strike,https://abcnews.go.com/International/wireStory/activists-blast-rio-gov-comment-slum-missile-strike-63740227,https://s.abcnews.com/images/International/WireAP_7e746955d998407fb59a7d01fe6e8f1e_16x9_992.jpg
The Associated Press,"RIO DE JANEIRO - A human rights official and community activists are criticizing the governor of Rio de Janeiro state for saying that a missile could be sent to blow up drug traffickers in a local slum.
During a ceremony to present a security program, Gov. W… [+1512 chars]","RIO DE JANEIRO - A human rights official and community activists are criticizing the governor of Rio de Janeiro state for saying that a missile could be sent to ""blow up"" drug traffickers in a local slum.",2019-06-16T00:18:51Z,"{'id': None, 'name': 'Thestar.com'}",Activists blast Rio gov comment about slum missile strike,https://www.thestar.com/news/world/americas/2019/06/15/activists-blast-rio-gov-comment-about-slum-missile-strike.html,https://images.thestar.com/cVJG50waz-dtFeeqJ8dN_tqvP8Y=/1280x1024/smart/filters:cb(1560644639778)/https://www.thestar.com/content/dam/thestar/news/world/americas/2019/06/15/activists-blast-rio-gov-comment-about-slum-missile-strike/XLAT162-13_2019_194251.jpg
,"RIO DE JANEIRO A human rights official and community activists are criticizing the governor of Rio de Janeiro state for saying that a missile could be sent to blow up drug traffickers in a local slum.
During a ceremony to present a security program, Gov. Wil… [+1644 chars]","A human rights official and community activists are criticizing the governor of Rio de Janeiro state for suggesting that a missile be sent to ""blow up"" drug traffickers in a local slum",2019-06-16T00:20:25Z,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Activists blast Rio gov comment about slum missile strike,https://www.washingtonpost.com/world/the_americas/activists-blast-rio-gov-comment-about-slum-missile-strike/2019/06/15/88736cfa-8fcc-11e9-b6f4-033356502dce_story.html,https://www.washingtonpost.com/resizer/2CjPNwqvXHPS_2RpuRTKY-p3eVo=/1484x0/www.washingtonpost.com/pb/resources/img/twp-social-share.png
,"RIO DE JANEIRO A human rights official and community activists are criticizing the governor of Rio de Janeiro state for saying that a missile could be sent to ""blow up"" drug traffickers in a local slum.
During a ceremony to present a security program, Gov. W… [+1531 chars]","A human rights official and community activists are criticizing the governor of Rio de Janeiro state for saying that a missile could be sent to ""blow up"" drug traffickers in a local slum.",2019-06-16T00:18:13Z,"{'id': 'fox-news', 'name': 'Fox News'}",Activists blast Rio gov comment about slum missile strike,https://www.foxnews.com/world/activists-blast-rio-gov-comment-about-slum-missile-strike,https://static.foxnews.com/foxnews.com/content/uploads/2019/06/ContentBroker_contentid-e3114f8b892244b583bb539f67339f1e.png
Anthony Boadle,BRASILIA (Reuters) - Leaked personal messages published on Saturday by a news website show the judge who led the corruption trial that jailed former Brazil president Luiz Inacio Lula da Silva advised prosecutors to influence public opinion against the leftist… [+2932 chars],Leaked personal messages published on Saturday by a news website show the judge who led the corruption trial that jailed former Brazil president Luiz Inacio Lula da Silva advised prosecutors to influence public opinion against the leftist leader.,2019-06-15T15:23:11Z,"{'id': 'reuters', 'name': 'Reuters'}",Leaked chats appear to show judge advised prosecutors in Lula case,https://www.reuters.com/article/us-brazil-corruption-idUSKCN1TG0F3,https://s4.reutersmedia.net/resources/r/?m=02&d=20190615&t=2&i=1398140492&w=1200&r=LYNXNPEF5E0BR
,"Brazilian president Jair Bolsonaro criticised the country's Supreme Court after they ruled to criminalise homophobia, making it a crime equivalent to racism in Brazil.
Bolsonaro told reporters on Friday the Supreme Court was ""completely wrong"" and had overst… [+1555 chars]",Brazilian president Jair Bolsonaro told reporters on Friday that the Supreme Court's decision to criminalise homophobia overstepped the court's prerogatives.,2019-06-15T15:00:13Z,"{'id': None, 'name': 'Euronews.com'}",Brazilian president says decision to criminalise homophobia 'completely wrong',https://www.euronews.com/2019/06/15/brazilian-president-says-decision-to-criminalise-homophobia-completely-wrong,https://static.euronews.com/articles/stories/03/96/21/32/1000x563_cmsv2_931a4bb0-894f-56f3-bb01-9acc705dd1c6-3962132.jpg
Agence France-Presse,"Brazil’s far-right President Jair Bolsonaro on Friday criticized the Supreme Court’s decision to criminalize homophobia, saying it could “hurt” gays by deterring companies from hiring them.
Bolsonaro, who has a history of homophobic remarks — he once declare… [+1593 chars]","Brazil’s far-right President Jair Bolsonaro on Friday criticized the Supreme Court’s decision to criminalize homophobia, saying it could “hurt” gays by deterring companies from hiring them. Bolsonaro, who has a history of homophobic remarks — he once declared…",2019-06-15T11:55:37Z,"{'id': None, 'name': 'Rawstory.com'}",Brazil’s president says criminalizing homophobia could ‘hurt’ gays,https://www.rawstory.com/2019/06/brazils-president-says-criminalizing-homophobia-could-hurt-gays/,https://www.rawstory.com/wp-content/uploads/2019/06/Brazil-Gay-Pride.jpg
"Abby Young-Powell, Abby Young-Powell","A man who stabbed Brazilian president Jair Bolsonaro at a campaign rally last year has been acquitted on the grounds that he was mentally ill. 
Adelio Bispo de Oliveira stabbed his country's leader with a knife in the streets of Juiz de Fora, north of Rio de… [+3246 chars]","'I will contact my lawyer. I will try to do whatever is possible. They tried to kill me,' the President said",2019-06-15T13:06:32Z,"{'id': 'independent', 'name': 'Independent'}",Man who stabbed Brazil's Jair Bolsonaro acquitted because of mental illness,https://www.independent.co.uk/news/world/americas/jair-bolsonaro-stabbing-man-brazil-mental-illness-acquitted-a8960036.html,https://static.independent.co.uk/s3fs-public/thumbnails/image/2018/12/18/17/2018-12-17T154910Z-564365625-RC172B111800-RTRMADP-3-GLOBAL-POY.JPG
Phil Dzikiy,"In this edition of Climate Crisis Weekly:
How the most vulnerable nations are approaching the climate crisis.
An effort to move a trillion metric tons of carbon dioxide out of the air and into soil.
Cities need to halve emissions by 2030, study says.
A Tr… [+6370 chars]","In this edition of Climate Crisis Weekly: How the most vulnerable nations are approaching the climate crisis. An effort to move a trillion metric tons of carbon dioxide out of the air and into soil. Cities need to halve emissions by 2030, study says. A Trump-…",2019-06-15T13:00:18Z,"{'id': None, 'name': 'Electrek.co'}","Climate Crisis Weekly: Vulnerable nations, moving CO2 into the soil, ‘rogue’ Trump regulator",https://electrek.co/2019/06/15/climate-crisis-weekly-vulnerable-nations/,https://electrek.co/wp-content/uploads/sites/3/2019/06/fiji.jpg?quality=82&strip=all
Lucy Pasha-Robinson,"Dear reader,
When Brazils Jair Bolsonaro came out in support of Neymar da Silva Santos Júnior the national soccer star accused of raping a model in Paris last month womens rights activists braced themselves for the fallout.
The presidents comment on the ong… [+3081 chars]",Plus: Meet the transgender environmentalist our planet needs.,2019-06-15T14:00:10Z,"{'id': None, 'name': 'Huffpost.com'}",HuffPost Her Stories: Why It Matters That Brazil's President Sided With A Soccer Star Accused Of Rape,https://www.huffpost.com/entry/huffpost-her-stories-brazil-bolsonaro-neymar_n_5d03bbcfe4b0304a120ec4d5,https://img.huffingtonpost.com/asset/5d03be7f2500004e12e8c9bc.jpeg?cache=4ra6zmvlks&ops=1910_1000
Daniella Cheslow,"Adélio Bispo de Oliveira, who confessed to stabbing Jair Bolsonaro, sits after being detained following the attack in September 2019.
Brazil Military Police /AP
A Brazilian judge has acquitted a man who stabbed then-presidential candidate Jair Bolsonaro. Th… [+1981 chars]","A Brazilian judge has acquitted a man who stabbed then-presidential candidate Jair Bolsonaro. The judge ruled that Adélio Bispo de Oliveira was mentally ill and ordered him held in a mental facility indefinitely, The Associated Press reports. Jair Bolsonaro w…",2019-06-15T16:34:00Z,"{'id': None, 'name': 'Npr.org'}",Brazilian Judge Acquits Man Who Stabbed Jair Bolsonaro,https://www.npr.org/2019/06/15/733032255/brazilian-judge-acquits-man-who-stabbed-jair-bolsonaro,https://media.npr.org/assets/img/2019/06/15/ap_18249845421300_wide-bdc8dd3f0f587b8c1c1ae94ec2ca757c79275e32.jpg?s=1400
feedfeeder,"""It's my cookie file and if I come up with something that's lame and I like it,
it goes in.""
-- karl (Karl Lehenbauer)",Brazilian Judge Says The Man Who Stabbed Jair Bolsonaro Will Not Be ConvictedNPR  Bolsanaro stabber absolved for reasons of mental illnessThe Guardian  Man who stabbed Brazil&rsquo;s Jair Bolsonaro acquitted because of mental illnessThe Independent   View ful…,2019-06-15T18:12:50Z,"{'id': None, 'name': 'Slashdot.org'}",Brazilian Judge Says The Man Who Stabbed Jair Bolsonaro Will Not Be Convicted - NPR,https://slashdot.org/firehose.pl?op=view&amp;id=110455106,
By Anthony Boadle,BRASILIA (Reuters) - Leaked personal messages published on Saturday by a news website show the judge who led the corruption trial that jailed former Brazil president Luiz Inacio Lula da Silva advised prosecutors to influence public opinion against the leftist… [+2926 chars],BRASILIA (Reuters) - Leaked personal messages published on Saturday by a news website show the judge who led the corruption trial that jailed former Brazil president Luiz Inacio Lula da Silva advised prosecutors to influence public opinion against the leftist…,2019-06-15T15:30:57Z,"{'id': None, 'name': 'Thestar.com.my'}",Leaked chats appear to show judge advised prosecutors in Lula case,http://www.thestar.com.my/news/world/2019/06/15/leaked-chats-appear-to-show-judge-advised-prosecutors-in-lula-case/,https://www.thestar.com.my/~/media/online/2019/06/15/15/30/20190615t152957z_1_lynxnpef5e0c3_rtroptp_4_brazilpolitics.ashx/?w=620&h=413&crop=1&hash=029404F3B7D6B081BC40B91C241BC67DE287CABF
Eliza Apperly,"When Federico Batini, an Italian academic, wanted to research classroom bullying, he distributed a questionnaire to 54 schools in central Italy. The survey was carried out in partnership with local education authorities and sought to explore the extent to whi… [+9971 chars]",A growing pattern of attacks across Europe is as much about electoral opportunity as a conflict of ideas.,2019-06-15T05:00:00Z,"{'id': None, 'name': 'Theatlantic.com'}",Why Europe’s Far Right Is Targeting Gender Studies,https://www.theatlantic.com/international/archive/2019/06/europe-far-right-target-gender-studies/591208/,https://cdn.theatlantic.com/assets/media/img/mt/2019/06/RTS2FKO9/facebook.jpg?1559847043
,"With Neymar watching from afar, it was Philippe Coutinho who came through for Brazil in the Copa America opener.
With two quick goals after the team was jeered by the local crowd at half-time, Coutinho helped Brazil overcome the absence of the injured Neymar… [+2786 chars]","With Neymar watching from afar, it was Philippe Coutinho who came through for Brazil in the Copa America opener.",2019-06-15T06:44:00Z,"{'id': None, 'name': 'Skysports.com'}",Coutinho double gives Brazil winning start,https://www.skysports.com/football/brazil-vs-bolivia/report/405629,https://e1.365dm.com/19/06/1600x900/skysports-coutinho-brazil_4694926.jpg
AP,"Brazil’s Philippe Coutinho in action with Bolivia’s Adrian Jusino and Carlos Lampe. (Source: Reuters)
With Neymar watching from afar, it was Philippe Coutinho who came through for Brazil in the Copa America opener.
With two quick goals after the team was je… [+3731 chars]","With Neymar watching from afar, it was Philippe Coutinho who came through for Brazil in the Copa America opener.",2019-06-15T08:09:42Z,"{'id': None, 'name': 'Indianexpress.com'}",Copa America: Philippe Coutinho leads Brazil to opening win,https://indianexpress.com/article/sports/football/copa-america-2019-coutinho-leads-brazil-to-opening-win-5781985/,https://images.indianexpress.com/2019/06/soccer-copa-america-brazil-bolivia-759.jpg?w=759
info@tabnak.ir,"A man who stabbed Brazilian President Jair Bolsonaro at a campaign rally last September has been acquitted after a judge ruled he was mentally ill.
Adélio Bispo de Oliveira cannot be tried under Brazilian law because he was not fully aware of his actions at … [+1865 chars]",A man who stabbed Brazilian President Jair Bolsonaro at a campaign rally last September has been acquitted after a judge ruled he was mentally ill.,2019-06-15T04:45:57Z,"{'id': None, 'name': 'Tabnak.ir'}",Jair Bolsonaro: Man who stabbed Brazil's leader acquitted,https://www.tabnak.ir/fa/news/905545/jair-bolsonaro-man-who-stabbed-brazils-leader-acquitted,
https://www.facebook.com/bbcnews,"Media captionThe moment Jair Bolsonaro was stabbed at rally
A man who stabbed Brazilian President Jair Bolsonaro at a campaign rally last September has been acquitted after a judge ruled he was mentally ill.
Adélio Bispo de Oliveira cannot be tried under Br… [+2010 chars]","President Jair Bolsonaro, who was attacked last September, says he will appeal against the decision.",2019-06-15T03:17:59Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Jair Bolsonaro: Man who stabbed Brazil's leader acquitted,https://www.bbc.co.uk/news/world-latin-america-48645339,https://ichef.bbci.co.uk/images/ic/1024x576/p06kllvs.jpg
https://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"With Neymar watching from afar, it was Philippe Coutinho who came through for Brazil in the Copa America opener.
With two quick goals after the team was jeered by the local crowd at half-time, Coutinho helped Brazil overcome Bolivia 3-0 in the absence of the… [+4614 chars]","With Neymar watching from afar, it was Philippe Coutinho who came through for Brazil in the Copa America opener. Coutinho scored twice as Brazil overcame half-time jeers at the Morumbi.",2019-06-15T06:24:55Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}",Brazil 3-0 Bolivia: Philippe Coutinho rides to the rescue in Neymar's absence,https://www.dailymail.co.uk/sport/football/article-7144279/Brazil-3-0-Bolivia-Philippe-Coutinho-rides-rescue-Neymars-absence.html,https://i.dailymail.co.uk/1s/2019/06/15/07/14818278-0-image-a-9_1560579157057.jpg
,"BRASILIA, Brazil (AFP) – Brazil's far-right President Jair Bolsonaro yesterday criticised the Supreme Court's decision to criminalise homophobia, saying it could “hurt” gays by deterring companies from hiring them.
Bolsonaro, who has a history of homophobic … [+1843 chars]","BRASILIA, Brazil (AFP) – Brazil's far-right President Jair Bolsonaro yesterday criticised the Supreme Court's decision to criminalise homophobia, saying it could “hurt” gays by deterring companies from hiring them.",2019-06-15T06:01:00Z,"{'id': None, 'name': 'Jamaicaobserver.com'}",Brazil president says criminalising homophobia could hurt gays,http://www.jamaicaobserver.com/international/brazil-president-says-criminalising-homophobia-could-hurt-gays_167552?profile=1470,http://www.jamaicaobserver.com/apps/pbcsi.dll/storyimage/JO/20190615/ARTICLE/306159958/AR/0/AR-306159958.jpg
"No Author, No Author","RIO DE JANEIRO - A Brazilian judge on Friday absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental facility.
Adelio Bispo de Oliveira ha… [+1859 chars]","A Brazilian judge on Friday absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering...",2019-06-15T04:01:34Z,"{'id': None, 'name': 'Japantimes.co.jp'}",Brazilian judge absolves Bolsonaro’s knife attacker because of mental illness,https://www.japantimes.co.jp/news/2019/06/15/world/brazilian-judge-absolves-bolsonaros-knife-attacker-mental-illness/,https://cdn.japantimes.2xx.jp/wp-content/uploads/2019/06/f-oliveira-a-20190616-870x1305.jpg
mgiongco,"Brazil’s Philippe Coutinho scores from the penalty spot his side’s opening goal during a Copa America Group A soccer match against Bolivia at the Morumbi stadium in Sao Paulo, Brazil, Friday, June 14, 2019. (AP Photo/Andre Penner)
SAO PAULO Philippe Coutinho… [+2560 chars]",SAO PAULO — Philippe Coutinho helped Brazil overcome the absence of Neymar by scoring twice in Brazil’s 3-0 win over Bolivia in the opening match of the Copa America on Friday. Coutinho converted a penalty kick awarded by video review in the 50th minute and h…,2019-06-15T06:00:09Z,"{'id': None, 'name': 'Inquirer.net'}",Philippe Coutinho leads Neymar-less Brazil to opening win in Copa America,https://sports.inquirer.net/353317/philippe-coutinho-leads-neymar-less-brazil-to-opening-win-in-copa-america,https://sports.inquirer.net/files/2019/06/coutinho-620x413.jpeg
Tom Hennigan,"When Brazil got the Copa America under way on Friday night with an opening game against Bolivia, the countrys star player, Neymar, was missing from its starting 11. Normally the first name on the team sheet, he was unavailable after he ruptured ankle ligament… [+8731 chars]",A rape allegation against Brazilian soccer star has led to the demonisation of his accuser,2019-06-15T05:00:00Z,"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Neymar rape accusation: No #MeToo moment for Brazil,https://www.irishtimes.com/news/world/neymar-rape-accusation-no-metoo-moment-for-brazil-1.3924589,https://www.irishtimes.com/image-creator/?id=1.3924584&origw=1440
Xeni Jardin,"A year-long investigation of private Facebook hate groups by REVEAL finds close to 400 current and retired law enforcement officers are members, including officers from small towns as well as big cities -- including NYPD.
Snip:
One guard at the Angola priso… [+4154 chars]","A year-long investigation of private Facebook hate groups by REVEAL finds close to 400 current and retired law enforcement officers are members, including officers from small towns as well as big cities -- including NYPD. Snip : One guard at the Angola prison…",2019-06-14T19:09:59Z,"{'id': None, 'name': 'Boingboing.net'}","Facebook hate group investigation reveals 400 police officers, including NYPD cops, to be members",https://boingboing.net/2019/06/14/facebook-hate-group-probe-turn.html,https://media.boingboing.net/wp-content/uploads/2019/06/reveal.gif
AP,"SAO PAULO (AP) — Philippe Coutinho helped Brazil overcome the absence of Neymar by scoring twice in Brazil’s 3-0 win over Bolivia in the opening match of the Copa America on Friday.
Coutinho converted a penalty kick awarded by video review in the 50th minute… [+2124 chars]",Philippe Coutinho has helped Brazil overcome the absence of Neymar by scoring twice in Brazil's 3-0 win over Bolivia in the opening match of the Copa America,2019-06-15T02:26:12Z,"{'id': 'fox-sports', 'name': 'Fox Sports'}",Coutinho leads Brazil to opening win in Copa America,https://www.foxsports.com/soccer/story/coutinho-leads-brazil-to-opening-win-in-copa-america-061419,https://b.fssta.com/uploads/2019/06/8ade9512749a4bfd9671aec2a1687dbc.vresize.1200.630.high.30.jpg
RT,"Parliamentarian and member of the ruling Social Liberal (PSL) party Carlos Jordy tweeted out the thinly-veiled threat on Thursday in a string of messages.
“You can not confront our institutions and authorities, committing crimes against national security and… [+2785 chars]","After publishing a series of exposés revealing that Brazilian prosecutors conspired against former President Lula de Silva’s election bid last year, the Intercept’s Glenn Greenwald has been threatened with deportation from Brazil. Read Full Article at RT.com",2019-06-14T21:30:12Z,"{'id': 'rt', 'name': 'RT'}",Brazilian lawmaker threatens Glenn Greenwald with deportation over leaks,https://www.rt.com/news/461909-greenwald-threatened-deportation-brazil/,https://cdni.rt.com/files/2019.06/article/5d03f97edda4c82f3a8b4592.JPG
,"Brasília (AFP) - Brazil's far-right President Jair Bolsonaro on Friday criticized the Supreme Court's decision to criminalize homophobia, saying it could ""hurt"" gays by deterring companies from hiring them.
Bolsonaro, who has a history of homophobic remarks … [+1612 chars]","Brasília (AFP) - Brazil's far-right President Jair Bolsonaro on Friday criticized the Supreme Court's decision to criminalize homophobia, saying it could ""hurt"" gays by deterring companies from hiring them. Bolsonaro, who has a history of homophobic remarks -…",2019-06-14T22:22:35Z,"{'id': None, 'name': 'Yahoo.com'}",Brazil's president says criminalizing homophobia could 'hurt' gays,https://news.yahoo.com/brazils-president-says-criminalizing-homophobia-could-hurt-gays-222235334.html,https://s.yimg.com/uu/api/res/1.2/GVdIdKqveXB.gPizRQ9N9g--~B/aD02ODI7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/6fb478aa979fdfdd6a4c5949a21253a5de25fb6d.jpg
,"Rio de Janeiro (AFP) - A Brazilian judge on Friday acquitted a mentally ill man of attacking far-right President Jair Bolsonaro on last year's campaign trail, but jailed him for an ""indefinite period.""
Adelio Bispo de Oliveira stabbed Bolsonaro in the stomac… [+1057 chars]","Adelio Bispo de Oliveira stabbed Bolsonaro in the stomach on September 6 during a campaign rally in Juiz de Fora, in the southeastern state of Minas Gerais. Police previously said Bispo acted alone in a premeditated political attack that almost cost Bolsonaro…",2019-06-15T00:47:17Z,"{'id': None, 'name': 'Yahoo.com'}",Man who stabbed Brazil's Bolsonaro jailed indefinitely,https://news.yahoo.com/man-stabbed-brazils-bolsonaro-jailed-indefinitely-004717008.html,https://s.yimg.com/uu/api/res/1.2/XNEp5QgfvRnslwbp9Nk63g--~B/aD02ODA7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/2b2a6defa0d589c73cb6df1595237f46b7badd7d.jpg
AP,"A judge in Brazil on Friday absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental institution. 
Adelio Bispo has been in police custody … [+1386 chars]","The judge had already declared the attacker mentally ill on May 27, so the ruling had been expected.",2019-06-15T02:18:59Z,"{'id': 'the-hindu', 'name': 'The Hindu'}",Judges absolves Bolsonaro attacker because of mental illness,https://www.thehindu.com/news/international/judges-absolves-bolsonaro-attacker-because-of-mental-illness/article27947170.ece,https://www.thehindu.com/news/international/pm032d/article25621129.ece/ALTERNATES/LANDSCAPE_615/BRAZIL-POLITICS
The Associated Press,"RIO DE JANEIRO (AP) A Brazilian judge on Friday absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental facility.
Adélio Bispo de Oliveira… [+1862 chars]","RIO DE JANEIRO (AP) — A Brazilian judge on Friday absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental facility. Adélio Bispo de Oliveir…",2019-06-15T02:36:00Z,"{'id': None, 'name': 'Seattletimes.com'}",Judges absolves Bolsonaro attacker because of mental illness,https://www.seattletimes.com/nation-world/nation/judges-absolves-bolsonaro-attacker-because-of-mental-illness/,https://static.seattletimes.com/wp-content/uploads/2019/06/urn-publicid-ap-org-0966674e639048e0a681c29248ffe0adBrazil_AP_Explains_General_Strike_15953-1200x630.jpg
TALES AZZONI,"SAO PAULO (AP) Philippe Coutinho helped Brazil overcome the absence of Neymar by scoring twice in Brazil’s 3-0 win over Bolivia in the opening match of the Copa America on Friday.
Coutinho converted a penalty kick awarded by video review in the 50th minute a… [+2266 chars]",SAO PAULO (AP) — Philippe Coutinho helped Brazil overcome the absence of Neymar by scoring twice in Brazil’s 3-0 win over Bolivia in the opening match of the Copa America on Friday. Coutinho converted a penalty kick awarded by video review in the 50th minute …,2019-06-15T02:26:12Z,"{'id': None, 'name': 'Seattletimes.com'}",Coutinho leads Brazil to opening win in Copa America,https://www.seattletimes.com/sports/coutinho-leads-brazil-to-opening-win-in-copa-america/,https://static.seattletimes.com/wp-content/uploads/2019/06/urn-publicid-ap-org-41d995fdbe6f42ee8acb2497305ef03dBrazil_Soccer_Copa_America_Bolivia_60411-1200x630.jpg
Matthew Larosiere,"AR Sales Skyrocket in Washington Ahead of New
We’ve talked about Washington’s Initiative 1639 before. It puts a host of new restrictions on gun owners, including requiring a permanent waiver of their HIPAA rights before buying a handgun or semi-automatic rif… [+6656 chars]","Bigstock AR Sales Skyrocket in Washington Ahead of New We’ve talked about Washington’s Initiative 1639 before. It puts a host of new restrictions on gun owners, including requiring a permanent waiver of their HIPAA rights before buying a handgun or semi-autom…",2019-06-14T23:00:45Z,"{'id': None, 'name': 'Thetruthaboutguns.com'}",AR Sales Skyrocket Ahead of New Washington State Gun Control – TTAG Weekly Gun Law Roundup,https://www.thetruthaboutguns.com/ar-sales-skyrocket-ahead-of-new-washington-state-gun-control-ttag-weekly-gun-law-roundup/,https://cdn0.thetruthaboutguns.com/wp-content/uploads/2019/02/bigstock-flag-ar-15-feat.jpg
Deutsche Welle (www.dw.com),"Tens of thousands of Brazilians answered trade union calls to take part in a general strike on Friday, closing down public transport, bringing traffic to a halt and causing chaos across the country.
Trade unions say that 45 million workers were taking part i… [+5630 chars]",A nationwide strike has paralyzed transport in the South American country's major cities as police used tear gas to clear protesters. Many Brazilians are furious about President Bolsonaro's planned retirement changes.,2019-06-14T19:47:00Z,"{'id': None, 'name': 'Dw.com'}",Brazilians strike against Bolsonaro's pension plans,https://www.dw.com/en/brazilians-strike-against-bolsonaros-pension-plans/a-49213851,https://www.dw.com/image/49213911_304.jpg
RTÉ News,"Brazil's far-right President Jair Bolsonaro has criticised the Supreme Court's decision to criminalise homophobia, saying it could ""hurt"" gays by deterring companies from hiring them.
Mr Bolsonaro, who has a history of homophobic remarks - he once declared h… [+1604 chars]","Brazil's far-right President Jair Bolsonaro has criticised the Supreme Court's decision to criminalise homophobia, saying it could ""hurt"" gays by deterring companies from hiring them.",2019-06-15T00:04:44Z,"{'id': 'rte', 'name': 'RTE'}",Bolsonaro - criminalising homophobia could 'hurt' gays,https://www.rte.ie/news/world/2019/0615/1055473-bolsonaro-says-criminalising-homophobia-could-hurt-gays/,https://img.rasset.ie/00123852-1600.jpg
"tips@hotair.com (Hot Air Network, LLC), Hot Air Network, LLC","Bernie Sanders gave what was dubbed a “major speech” on Democratic Socialism this week. Vox published a transcript of the speech along with a brief introduction that summarizes his “definition of democratic socialism” as ensuring “health care, a living wage, … [+4162 chars]","""In his view, the threat of autocracy comes exclusively from the right."" The post Bernie’s Democratic Socialism speech obscured as much as it revealed appeared first on Hot Air.",2019-06-14T22:41:10Z,"{'id': None, 'name': 'Hotair.com'}",Bernie’s Democratic Socialism speech obscured as much as it revealed,https://hotair.com/archives/2019/06/14/bernies-democratic-socialism-speech-obscures-much-reveals/,https://hotair.com/wp/wp-content/uploads/2019/06/Bernie-speaks.jpg
